INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,,
2005,2,,,,,5,25,45,20,5,,,,,
2005,4,2.1,,,,,20,60,20,,,,,,
2005,5,1.9,,,,15,55,25,5,,,,,,
2005,7,1.7,,,,,,,,,,,,,
2005,9,2.2,,,,,40,60,,,,,,,
2005,10,2.04960064,.31399678,1.07823314,4.87401835,13.05457602,22.77403015,25.88727404,19.17532452,9.25372234,3.58882465,,,,
2005,14,1.9,,,,,65,35,,,,,,,
2005,15,2,,,,,50,45,5,,,,,,
2005,16,1.7,0,0,8,19,24,17,18,10,4,,,,
2005,17,1.9,,,15,20,30,25,5,5,,,,,
2005,19,1.8,,,,,90,10,,,,,,,
2005,20,1.9,,,,,80,20,,,,,,,
2005,22,1.9,0,0,0,20,40,30,10,0,0,,,,
2005,23,1.8,,,,10,50,35,5,,,,,,
2005,24,1.9,,,,10,45,35,10,,,,,,
2005,26,1.9,,,,20,40,30,10,,,,,,
2005,28,1.7,,,,20,50,25,5,,,,,,
2005,29,2.1,,,,,20,70,10,,,,,,
2005,30,2,,,,,40,60,,,,,,,
2005,31,2,,,,,40,60,,,,,,,
2005,32,1.9,,,10,15,30,30,10,5,,,,,
2005,33,1.9,,,,,40,60,,,,,,,
2005,35,2,,,,,30,70,,,,,,,
2005,36,2.2,,,,5,20,50,25,,,,,,
2005,37,2,,,,,50,50,,,,,,,
2005,38,1.8,,,,,60,40,,,,,,,
2005,39,1.9,,,,20,40,30,10,,,,,,
2005,41,2.1,,,,,20,70,10,,,,,,
2005,42,1.9,,,,,,,,,,,,,
2005,45,2.2,,,,,,100,,,,,,,
2005,47,1.8,,,,5,70,25,,,,,,,
2005,48,1.9,,,,,,,,,,,,,
2005,49,1.7,,5,5,30,40,20,0,,,,,,
