INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,,,
2001Q1,76,4.1,0,0,0,0,0,0,10,15,25,30,15,5
2001Q1,85,3,0,0,0,0,0,10.86956522,29.34782609,34.7826087,25,0,0,0
2001Q1,87,3.5,0,0,0,0,0,0,5.55555556,44.44444444,44.44444444,5.55555556,0,0
2001Q1,89,3.7,0,0,0,0,0,0,0,40,50,10,0,0
2001Q1,90,3.5,0,0,0,0,0,0,0,10,90,0,0,0
2001Q1,91,,,,,,,,,,,,,
2001Q1,93,3.5,0,0,0,0,0,0,0,40,60,0,0,0
2001Q1,94,3.4,0,0,0,0,0,0,0,50,50,0,0,0
2001Q1,95,3.3,0,0,.99009901,3.96039604,5.94059406,10.89108911,16.83168317,19.8019802,16.83168317,12.87128713,7.92079208,3.96039604
2001Q1,96,3.1,0,0,0,3,6,12,23,35,15,6,0,0
2002,1,2.7,0,0,1,3,10,25,30,20,8,2,1,0
2002,3,2.5,0,0,0,0,10,40,40,10,0,0,0,0
2002,4,3,0,0,0,0,0,20,30,30,20,0,0,0
2002,5,3,0,0,0,0,0,5,15,70,10,0,0,0
2002,7,,,,,,,,,,,,,
2002,9,2.8,0,0,0,0,0,10,60,30,0,0,0,0
2002,10,2.8,0,0,0,0,0,15,30,30,25,0,0,0
2002,11,,,,,,,,,,,,,
2002,14,2.3,0,0,0,0,0,60,40,0,0,0,0,0
2002,15,2.7,0,0,0,0,0,10,65,20,5,0,0,0
2002,17,3.1,0,0,0,0,5,10,20,40,20,5,0,0
2002,19,3,0,0,0,0,0,0,25,75,0,0,0,0
2002,20,3.3,0,0,0,0,0,0,0,50,50,0,0,0
2002,22,2.6,0,1,2,7,10,20,25,20,10,3,1,1
2002,26,3,0,0,0,0,10,15,25,25,15,10,0,0
2002,28,,,,,,,,,,,,,
2002,29,,,,,,,,,,,,,
2002,30,2.7,0,0,0,0,0,20,75,5,0,0,0,0
2002,31,2.7,0,0,0,0,0,30,50,20,0,0,0,0
2002,32,,,,,,,,,,,,,
2002,33,3,0,0,0,0,0,0,30,70,0,0,0,0
2002,35,,,,,,,,,,,,,
2002,36,2.7,0,0,0,0,5,20,35,35,5,0,0,0
2002,37,3,0,0,0,0,0,0,25,50,25,0,0,0
2002,39,3.2,0,0,0,0,0,0,15,65,20,0,0,0
2002,41,3.1,0,0,0,0,0,0,30,50,20,0,0,0
2002,43,,,,,,,,,,,,,
2002,45,,,,,,,,,,,,,
2002,46,5.29,0,0,0,.020004,.110022,.43008602,1.32026405,3.33066613,6.86137227,11.55231046,15.89317864,60.48209642
2002,48,,,,,,,,,,,,,
2002,53,3.3,0,0,0,0,0,0,10,75,15,0,0,0
2002,54,2.9,0,0,0,0,5,15,35,20,20,5,0,0
2002,55,2.6,0,.1998002,1.2987013,5.69430569,16.18381618,28.87112887,31.26873127,14.18581419,2.1978022,.0999001,0,0
2002,56,,,,,,,,,,,,,
2002,57,,,,,,,,,,,,,
2002,59,2.8,0,0,0,0,10,20,30,20,15,5,0,0
2002,64,2.6,0,1,1,3,5,25,30,25,5,3,1,1
2002,67,2.7,0,0,0,0,0,10,90,0,0,0,0,0
2002,70,3,0,0,0,0,0,5,25,45,20,5,0,0
2002,71,3,0,0,0,0,5,10,20,30,20,10,5,0
2002,72,2.8,0,0,1,1,8,15,25,22,15,8,3,2
2002,73,3.3,0,0,0,0,0,0,10,70,20,0,0,0
2002,76,3.2,0,0,0,0,5,10,20,30,20,10,5,0
2002,85,2.4,0,0,3.96039604,9.9009901,16.83168317,22.77227723,21.78217822,14.85148515,6.93069307,2.97029703,0,0
2002,87,3,0,0,0,0,0,15,40,35,10,0,0,0
2002,89,3,0,0,0,0,0,0,40,50,10,0,0,0
2002,90,3,0,0,0,0,0,10,80,10,0,0,0,0
2002,91,,,,,,,,,,,,,
2002,93,3,0,0,0,0,0,0,20,50,30,0,0,0
2002,94,2.5,0,0,0,0,0,30,40,30,0,0,0,0
2002,95,2.8,0,2,3,8,12,16,16,14,12,10,4,3
2002,96,2.5,0,0,3,6,12,25,35,15,4,0,0,0
2002Q1,1,2.6,0,0,2,5,15,20,30,20,5,2,1,0
2002Q1,3,2.7,0,0,0,0,0,30,50,20,0,0,0,0
2002Q1,4,3,0,0,0,0,0,20,30,30,20,0,0,0
2002Q1,5,3,0,0,0,0,0,0,25,60,15,0,0,0
2002Q1,7,,,,,,,,,,,,,
2002Q1,9,3,0,0,0,0,0,0,70,30,0,0,0,0
2002Q1,10,3.2,0,0,0,0,0,10,30,30,30,0,0,0
2002Q1,11,,,,,,,,,,,,,
2002Q1,14,2.5,0,0,0,0,0,30,70,0,0,0,0,0
2002Q1,15,2.8,0,0,0,0,0,10,50,30,10,0,0,0
2002Q1,17,3.1,0,0,0,0,5,10,20,40,20,5,0,0
2002Q1,19,3,0,0,0,0,0,0,10,90,0,0,0,0
2002Q1,20,3.5,0,0,0,0,0,0,0,40,60,0,0,0
2002Q1,22,2.6,0,1,1,6,15,25,25,20,6,1,0,0
2002Q1,26,3.2,0,0,0,0,0,15,20,30,20,15,0,0
2002Q1,28,,,,,,,,,,,,,
2002Q1,29,,,,,,,,,,,,,
2002Q1,30,,,,,,,,,,,,,
2002Q1,31,2.9,0,0,0,0,0,20,50,30,0,0,0,0
2002Q1,32,2.7,0,0,0,0,10,25,40,20,5,0,0,0
2002Q1,33,3,0,0,0,0,0,0,40,60,0,0,0,0
2002Q1,35,,,,,,,,,,,,,
2002Q1,36,2.7,0,0,0,5,10,20,40,20,5,0,0,0
2002Q1,37,3,0,0,0,0,0,0,15,70,15,0,0,0
2002Q1,39,3.1,0,0,0,0,0,0,35,45,20,0,0,0
2002Q1,41,3.2,0,0,0,0,0,0,20,70,10,0,0,0
2002Q1,43,,,,,,,,,,,,,
2002Q1,45,,,,,,,,,,,,,
2002Q1,46,4.977941,0,0,.01,.07,.27,.89,2.42,5.37,9.75,14.47,17.55,49.2
2002Q1,48,3,0,0,0,0,0,20,30,30,20,0,0,0
2002Q1,53,3.3,0,0,0,0,0,0,10,70,20,0,0,0
2002Q1,54,3.2,0,0,0,0,0,0,10,50,30,10,0,0
2002Q1,55,2.7,.2002002,.7007007,2.7027027,7.40740741,15.11511512,23.02302302,25.82582583,17.61761762,6.20620621,1.1011011,.1001001,0
2002Q1,56,,,,,,,,,,,,,
2002Q1,57,,,,,,,,,,,,,
2002Q1,59,2.9,0,0,0,5,10,20,30,20,15,0,0,0
2002Q1,64,2.8,0,1,1,3,5,15,30,25,15,3,1,1
2002Q1,67,2.8,0,0,0,0,0,10,90,0,0,0,0,0
2002Q1,70,3.3,0,0,0,0,0,0,10,45,30,15,0,0
2002Q1,71,2.9,0,0,0,0,5,10,30,20,20,10,5,0
2002Q1,72,2.9,0,0,1,1,8,15,25,22,15,8,3,2
2002Q1,73,3.3,0,0,0,0,0,0,20,70,10,0,0,0
2002Q1,76,,,,,,,,,,,,,
2002Q1,85,2.3,0,2.02020202,6.06060606,11.11111111,17.17171717,20.2020202,18.18181818,13.13131313,8.08080808,3.03030303,1.01010101,0
2002Q1,87,3,0,0,0,0,0,10,35,45,10,0,0,0
2002Q1,89,2.8,0,0,0,0,0,20,60,20,0,0,0,0
2002Q1,90,2.8,0,0,0,0,0,5,90,5,0,0,0,0
2002Q1,91,,,,,,,,,,,,,
2002Q1,93,3.2,0,0,0,0,0,0,0,60,40,0,0,0
2002Q1,94,2.1,0,0,0,0,10,40,40,10,0,0,0,0
2002Q1,95,3,1,1,3,7,10,13,16,14,13,10,6,6
2002Q1,96,2.6,0,0,3,7,15,25,30,15,5,0,0,0
,,,,,,,,,,,,,,
EXPECTED UNEMPLOYMENT RATE; PERCENTAGE OF LABOUR FORCE,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,T7_0,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5,
2000,1,9,0,0,0,15,27,30,23,5,0,0,0,
2000,3,9.2,0,0,0,0,10,90,0,0,0,0,0,
2000,4,9.1,0,0,0,0,20,80,0,0,0,0,0,
2000,5,9.3,0,0,0,0,10,85,5,0,0,0,0,
2000,7,9,,,,,,,,,,,,
2000,9,9,0,0,0,0,40,60,0,0,0,0,0,
2000,10,9.1,0,0,0,0,0,60,30,10,0,0,0,
2000,11,9.1,0,0,0,5,15,80,0,0,0,0,0,
2000,14,9.3,0,0,0,0,10,90,0,0,0,0,0,
2000,15,9.2,0,0,0,0,25,65,10,0,0,0,0,
2000,17,9,0,0,0,5,40,50,5,0,0,0,0,
2000,19,9,0,0,0,0,20,80,0,0,0,0,0,
2000,20,9.3,0,0,0,0,20,80,0,0,0,0,0,
2000,22,9,0,0,1,8,35,35,15,5,1,0,0,
2000,26,9,0,0,0,20,80,0,0,0,0,0,0,
2000,28,9.1,0,0,0,0,20,60,20,0,0,0,0,
2000,29,8.9,0,0,0,0,80,20,0,0,0,0,0,
2000,30,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,31,9,0,0,0,0,40,60,0,0,0,0,0,
2000,32,9,0,0,0,5,40,50,5,0,0,0,0,
2000,33,9,0,0,0,0,0,20,80,0,0,0,0,
2000,35,9.1,0,0,0,0,20,80,0,0,0,0,0,
2000,36,9.3,0,0,0,0,20,45,35,0,0,0,0,
2000,37,9.1,0,0,0,0,0,100,0,0,0,0,0,
2000,39,9.1,0,0,0,0,30,70,0,0,0,0,0,
2000,41,9.1,0,0,0,0,20,80,0,0,0,0,0,
2000,43,9.2,0,0,0,0,10,90,0,0,0,0,0,
2000,45,9.19,0,0,0,0,.03,99.97,0,0,0,0,0,
2000,46,8.72,0,0,.61,21.48,61.2,16.36,.35,0,0,0,0,
2000,48,9,0,0,0,0,40,60,0,0,0,0,0,
2000,53,9,0,0,0,0,40,60,0,0,0,0,0,
2000,54,8.5,0,0,0,40,50,10,0,0,0,0,0,
2000,55,9,0,0,0,0,42.8,57.2,0,0,0,0,0,
2000,56,8.9,0,0,0,10,45,40,5,0,0,0,0,
2000,57,9.2,0,0,0,0,30,70,0,0,0,0,0,
2000,59,9.2,0,0,0,0,30,60,10,0,0,0,0,
2000,64,9,0,1,5,15,18,24,15,15,5,1,1,
2000,67,9.2,0,0,0,0,0,100,0,0,0,0,0,
2000,70,9.2,0,0,0,0,25,60,15,0,0,0,0,
2000,71,8.8,0,0,0,5,60,30,5,0,0,0,0,
2000,72,9.1,0,0,0,0,10,90,0,0,0,0,0,
2000,73,8.5,0,0,0,0,70,30,0,0,0,0,0,
2000,76,9.1,0,0,0,0,10,80,10,0,0,0,0,
2000,85,9,0,0,0,0,10,70,20,0,0,0,0,
2000,87,9.2,0,0,0,0,20,70,10,0,0,0,0,
2000,89,9.2,0,0,0,0,10,50,30,10,0,0,0,
2000,90,9.1,0,0,0,0,5,90,5,0,0,0,0,
2000,91,,,,,,,,,,,,,
2000,93,9.2,0,0,0,0,0,80,20,0,0,0,0,
2000,94,9.1,0,0,0,0,30,70,0,0,0,0,0,
2000,95,9,0,0,2.04081633,10.20408163,34.69387755,38.7755102,12.24489796,2.04081633,0,0,0,
2000,96,8.6,0,0,0,25,55,18,2,0,0,0,0,
2001,1,8.4,0,10,25,30,30,5,0,0,0,0,0,
2001,3,8.4,0,0,0,60,40,0,0,0,0,0,0,
2001,4,8.2,0,0,20,60,20,0,0,0,0,0,0,
2001,5,8.4,0,0,0,0,60,40,0,0,0,0,0,
2001,7,8.3,,,,,,,,,,,,
2001,9,8.4,0,0,0,60,40,0,0,0,0,0,0,
2001,10,8.5,0,0,0,35,40,20,5,0,0,0,0,
2001,11,8.5,0,0,0,45,45,10,0,0,0,0,0,
2001,14,8.8,0,0,0,0,90,10,0,0,0,0,0,
2001,15,8.75,0,0,0,10,55,30,5,0,0,0,0,
2001,17,8.4,0,0,10,45,40,5,0,0,0,0,0,
2001,19,8.4,0,0,0,50,50,0,0,0,0,0,0,
2001,20,8.7,0,0,0,0,20,80,0,0,0,0,0,
2001,22,8.6,0,1,1,15,30,25,15,7,3,2,1,
2001,26,8.3,0,0,60,35,5,0,0,0,0,0,0,
2001,28,8.4,0,0,20,40,30,10,0,0,0,0,0,
2001,29,8.4,0,0,0,60,40,0,0,0,0,0,0,
2001,30,8.2,0,0,0,10,85,5,0,0,0,0,0,
2001,31,8.4,0,0,0,0,20,60,20,0,0,0,0,
2001,32,8.2,0,0,10,50,30,10,0,0,0,0,0,
2001,33,8.8,0,0,0,0,0,70,30,0,0,0,0,
2001,35,8.4,0,0,0,60,40,0,0,0,0,0,0,
2001,36,9.1,0,0,0,0,20,50,30,0,0,0,0,
2001,37,8.4,0,0,0,70,30,0,0,0,0,0,0,
2001,39,8.5,0,0,2,43,55,0,0,0,0,0,0,
2001,41,8.3,0,0,0,0,75,25,0,0,0,0,0,
2001,43,8.7,0,0,0,10,90,0,0,0,0,0,0,
2001,45,8.52,0,0,0,40.55,59.45,0,0,0,0,0,0,
2001,46,7.93,.06,6.63,52.56,38.29,2.45,.01,0,0,0,0,0,
2001,48,8.1,0,0,30,50,20,0,0,0,0,0,0,
2001,53,8.2,0,0,10,75,15,0,0,0,0,0,0,
2001,54,7.5,0,10,40,35,15,0,0,0,0,0,0,
2001,55,8.6,0,0,.1001001,25.62562563,67.46746747,6.80680681,0,0,0,0,0,
2001,56,8,0,0,25,40,30,5,0,0,0,0,0,
2001,57,8.5,0,0,0,20,80,0,0,0,0,0,0,
2001,59,8.6,0,0,10,15,50,15,10,0,0,0,0,
2001,64,8.4,0,5,15,30,10,17,8,8,5,1,1,
2001,67,8.9,0,0,0,0,80,20,0,0,0,0,0,
2001,70,8.5,0,0,0,40,50,10,0,0,0,0,0,
2001,71,7.9,5,10,35,30,15,5,0,0,0,0,0,
2001,72,7.9,0,5,40,35,15,5,0,0,0,0,0,
2001,73,8.3,0,0,0,60,20,20,0,0,0,0,0,
2001,76,8,0,15,25,40,15,5,0,0,0,0,0,
2001,85,9.2,0,0,0,0,5,60,35,0,0,0,0,
2001,87,8.2,0,0,20,60,20,0,0,0,0,0,0,
2001,89,8.5,0,0,0,20,50,30,0,0,0,0,0,
2001,90,8.5,0,0,0,0,90,10,0,0,0,0,0,
2001,91,,,,,,,,,,,,,
2001,93,8.3,0,0,0,63.63636364,27.27272727,9.09090909,0,0,0,0,0,
2001,94,8.3,0,0,20,50,30,0,0,0,0,0,0,
2001,95,8.1,0,22.22222222,24.24242424,26.26262626,18.18181818,7.07070707,2.02020202,0,0,0,0,
2001,96,8.2,0,3,25,40,25,5,2,0,0,0,0,
2001May,1,8.6,0,0,10,20,35,25,10,0,0,0,0,
2001May,3,8.4,0,0,0,60,40,0,0,0,0,0,0,
2001May,4,8.2,0,0,20,60,20,0,0,0,0,0,0,
2001May,5,8.8,0,0,0,15,55,30,0,0,0,0,0,
2001May,7,8.3,,,,,,,,,,,,
2001May,9,8.6,0,0,0,40,60,0,0,0,0,0,0,
2001May,10,8.5,0,0,0,30,40,20,10,0,0,0,0,
2001May,11,8.7,0,0,0,30,40,30,0,0,0,0,0,
2001May,14,9,0,0,0,0,50,50,0,0,0,0,0,
2001May,15,8.8,0,0,0,10,50,35,5,0,0,0,0,
2001May,17,8.6,0,5,10,30,45,10,0,0,0,0,0,
2001May,19,8.4,0,0,0,80,20,0,0,0,0,0,0,
2001May,20,8.7,0,0,0,20,80,0,0,0,0,0,0,
2001May,22,8.7,0,1,4,20,25,20,20,5,3,1,1,
2001May,26,8.5,0,0,40,55,5,0,0,0,0,0,0,
2001May,28,9.1,0,0,0,0,20,60,20,0,0,0,0,
2001May,29,,,,,,,,,,,,,
2001May,30,,,,,,,,,,,,,
2001May,31,8.4,0,0,0,60,40,0,0,0,0,0,0,
2001May,32,8.3,0,0,5,45,40,10,0,0,0,0,0,
2001May,33,8.9,0,0,0,0,0,60,40,0,0,0,0,
2001May,35,8.4,0,0,0,60,40,0,0,0,0,0,0,
2001May,36,9,0,0,0,5,40,40,15,0,0,0,0,
2001May,37,8.5,0,0,0,50,50,0,0,0,0,0,0,
2001May,39,8.6,0,0,0,35,60,5,0,0,0,0,0,
2001May,41,8.3,0,0,0,0,75,25,0,0,0,0,0,
2001May,43,,,,,,,,,,,,,
2001May,45,8.86,0,0,0,0,98.47,1.53,0,0,0,0,0,
2001May,46,7.98,0,0,58.82,41.18,0,0,0,0,0,0,0,
2001May,48,8.3,0,0,20,50,30,0,0,0,0,0,0,
2001May,53,8.3,0,0,5.26315789,73.68421053,21.05263158,0,0,0,0,0,0,
2001May,54,8.2,0,0,10,50,40,0,0,0,0,0,0,
2001May,55,8.7,0,0,0,.1,46.4,53.2,.3,0,0,0,0,
2001May,56,8.1,0,0,30,50,20,0,0,0,0,0,0,
2001May,57,,,,,,,,,,,,,
2001May,59,8.6,0,0,10,15,50,15,10,0,0,0,0,
2001May,64,8.7,0,3,10,22,20,15,12,11,5,1,1,
2001May,67,8.9,0,0,0,0,80,20,0,0,0,0,0,
2001May,70,8.9,0,0,0,30,50,20,0,0,0,0,0,
2001May,71,8,5,10,30,35,15,5,0,0,0,0,0,
2001May,72,8,0,5,35,40,15,5,0,0,0,0,0,
2001May,73,8.3,0,0,0,80,20,0,0,0,0,0,0,
2001May,76,8.1,0,5,30,40,20,5,0,0,0,0,0,
2001May,85,8.5,0,0,0,0,40,30,20,10,0,0,0,
2001May,87,8.5,0,0,0,20,70,10,0,0,0,0,0,
2001May,89,8.5,0,0,0,20,50,30,0,0,0,0,0,
2001May,90,8.7,0,0,0,0,90,10,0,0,0,0,0,
2001May,91,,,,,,,,,,,,,
2001May,93,8.5,0,0,0,0,0,80,20,0,0,0,0,
2001May,94,8.7,0,0,0,20,60,20,0,0,0,0,0,
2001May,95,8.4,0,8.08080808,17.17171717,25.25252525,24.24242424,17.17171717,6.06060606,2.02020202,0,0,0,
2001May,96,8.4,0,3,25,30,35,5,2,0,0,0,0,
2002,1,8,3,15,25,30,20,5,2,0,0,0,0,
2002,3,8,0,0,50,40,10,0,0,0,0,0,0,
2002,4,7.3,20,60,20,0,0,0,0,0,0,0,0,
2002,5,9,0,0,0,45,40,15,0,0,0,0,0,
2002,7,,,,,,,,,,,,,
2002,9,7.9,0,0,50,50,0,0,0,0,0,0,0,
2002,10,7.8,0,0,0,35,50,10,5,0,0,0,0,
2002,11,,,,,,,,,,,,,
2002,14,8.8,0,0,0,0,80,20,0,0,0,0,0,
2002,15,8.7,0,0,0,15,55,25,5,0,0,0,0,
2002,17,7.8,0,10,40,35,15,0,0,0,0,0,0,
2002,19,7.8,0,0,80,20,0,0,0,0,0,0,0,
2002,20,8.3,0,0,0,60,40,0,0,0,0,0,0,
2002,22,8.4,1,2,6,20,20,20,18,8,3,1,1,
2002,26,7.7,0,60,35,5,0,0,0,0,0,0,0,
2002,28,,,,,,,,,,,,,
2002,29,,,,,,,,,,,,,
2002,30,7.5,0,0,30,65,5,0,0,0,0,0,0,
2002,31,7.8,,,,,,,,,,,,
2002,32,,,,,,,,,,,,,
2002,33,8.5,0,0,0,0,20,60,20,0,0,0,0,
2002,35,,,,,,,,,,,,,
2002,36,9,0,0,0,0,25,55,20,0,0,0,0,
2002,37,7.8,0,0,80,20,0,0,0,0,0,0,0,
2002,39,8,0,0,36,60,4,0,0,0,0,0,0,
2002,41,7.9,0,0,0,65,35,0,0,0,0,0,0,
2002,43,,,,,,,,,,,,,
2002,45,,,,,,,,,,,,,
2002,46,7.03,45.76,49.07,5.13,.04,0,0,0,0,0,0,0,
2002,48,,,,,,,,,,,,,
2002,53,7.7,0,10,60,30,0,0,0,0,0,0,0,
2002,54,6.7,60,30,10,0,0,0,0,0,0,0,0,
2002,55,8.3,0,.1001001,11.61161161,52.45245245,30.93093093,4.7047047,.2002002,0,0,0,0,
2002,56,,,,,,,,,,,,,
2002,57,,,,,,,,,,,,,
2002,59,8,0,10,15,25,25,15,10,0,0,0,0,
2002,64,8.1,1,4,20,30,14,10,7,7,5,1,1,
2002,67,8.5,0,0,0,10,90,0,0,0,0,0,0,
2002,70,8.1,0,0,20,50,30,0,0,0,0,0,0,
2002,71,7.4,21.05263158,36.84210526,15.78947368,15.78947368,7.36842105,3.15789474,0,0,0,0,0,
2002,72,6.9,35,25,20,10,8,2,0,0,0,0,0,
2002,73,8,0,0,10,85,5,0,0,0,0,0,0,
2002,76,7.4,15,40,25,15,5,0,0,0,0,0,0,
2002,85,9.5,0,0,0,0,0,25,60,10,5,0,0,
2002,87,7.3,25,50,25,0,0,0,0,0,0,0,0,
2002,89,8.3,0,0,0,50,40,10,0,0,0,0,0,
2002,90,8,0,0,0,90,10,0,0,0,0,0,0,
2002,91,,,,,,,,,,,,,
2002,93,8.5,0,0,0,40,50,10,0,0,0,0,0,
2002,94,8.2,0,0,20,50,30,0,0,0,0,0,0,
2002,95,7.4,0,56,21,14,7,2,0,0,0,0,0,
2002,96,7.9,0,5,35,30,25,5,0,0,0,0,0,
2002May,1,8.2,5,10,20,30,20,10,5,0,0,0,0,
2002May,3,8.1,0,0,40,50,10,0,0,0,0,0,0,
2002May,4,7.5,20,60,20,0,0,0,0,0,0,0,0,
2002May,5,9.3,0,0,5,60,30,5,0,0,0,0,0,
2002May,7,,,,,,,,,,,,,
2002May,9,8.1,0,0,40,60,0,0,0,0,0,0,0,
2002May,10,8,0,0,0,35,50,10,5,0,0,0,0,
2002May,11,,,,,,,,,,,,,
2002May,14,8.8,0,0,0,0,80,20,0,0,0,0,0,
2002May,15,8.7,0,0,0,15,50,30,5,0,0,0,0,
2002May,17,8.2,0,5,20,50,25,0,0,0,0,0,0,
2002May,19,7.9,0,0,80,20,0,0,0,0,0,0,0,
2002May,20,8.4,0,0,30,60,10,0,0,0,0,0,0,
2002May,22,8.4,1,2,5,20,25,20,17,5,3,1,1,
2002May,26,7.9,0,60,35,5,0,0,0,0,0,0,0,
2002May,28,,,,,,,,,,,,,
2002May,29,,,,,,,,,,,,,
2002May,30,,,,,,,,,,,,,
2002May,31,7.9,,,,,,,,,,,,
2002May,32,,,,,,,,,,,,,
2002May,33,8.6,0,0,0,0,15,80,5,0,0,0,0,
2002May,35,,,,,,,,,,,,,
2002May,36,8.9,0,0,0,10,40,40,10,0,0,0,0,
2002May,37,7.9,0,0,50,50,0,0,0,0,0,0,0,
2002May,39,8,0,0,30,65,5,0,0,0,0,0,0,
2002May,41,7.9,0,0,0,0,70,30,0,0,0,0,0,
2002May,43,,,,,,,,,,,,,
2002May,45,,,,,,,,,,,,,
2002May,46,7.04,29.22,70.78,0,0,0,0,0,0,0,0,0,
2002May,48,7.5,10,40,40,10,0,0,0,0,0,0,0,
2002May,53,7.8,0,5.26315789,73.68421053,21.05263158,0,0,0,0,0,0,0,
2002May,54,7.3,20,50,30,0,0,0,0,0,0,0,0,
2002May,55,8.3,0,0,1.7017017,30.53053053,53.75375375,13.51351351,.5005005,0,0,0,0,
2002May,56,,,,,,,,,,,,,
2002May,57,,,,,,,,,,,,,
2002May,59,8.2,0,10,15,25,25,15,10,0,0,0,0,
2002May,64,8.3,1,4,17,30,17,10,7,7,5,1,1,
2002May,67,8.5,0,0,0,10,90,0,0,0,0,0,0,
2002May,70,8.2,0,0,25,55,20,0,0,0,0,0,0,
2002May,71,7.4,21.05263158,36.84210526,15.78947368,15.78947368,7.36842105,3.15789474,0,0,0,0,0,
2002May,72,7,35,25,20,10,8,2,0,0,0,0,0,
2002May,73,8.2,0,0,15,80,5,0,0,0,0,0,0,
2002May,76,7.6,15,20,35,15,10,5,0,0,0,0,0,
2002May,85,9,0,0,0,5,15,30,25,20,5,0,0,
2002May,87,7.7,15,40,40,5,0,0,0,0,0,0,0,
2002May,89,8.3,0,0,0,50,40,10,0,0,0,0,0,
2002May,90,8.2,0,0,5,90,5,0,0,0,0,0,0,
2002May,91,,,,,,,,,,,,,
2002May,93,8.3,0,0,0,63.63636364,27.27272727,9.09090909,0,0,0,0,0,
2002May,94,8.2,0,0,20,60,20,0,0,0,0,0,0,
2002May,95,7.6,0,46,20,16,10,6,2,0,0,0,0,
2002May,96,7.9,0,5,35,30,25,5,0,0,0,0,0,
,,,,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,,,,
