INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2012,1,1.8,,,,,,10,70,15,5,,,,,,,,,,
2012,2,2.4,,,,,,10,20,30,30,10,,,,,,,,,
2012,3,1.5,2,2,2,5,10,20,30,15,10,2,1,1,,,,,,,
2012,4,2,,,,,5,15,30,30,15,5,,,,,,,,,
2012,5,1.9,,,,,,10,50,40,,,,,,,,,,,
2012,6,2.1,,,,,,,10,80,10,,,,,,,,,,
2012,7,1.5,,,,,,,,,,,,,,,,,,,
2012,8,2.1,,,,3,5,11,30,35,13,3,,,,,,,,,
2012,14,2.3,,,,,,,,,,,,,,,,,,,
2012,15,1.9,,,,,,10,45,35,10,,,,,,,,,,
2012,16,2,1,2,3,7,9,10,20,23,16,6,2,1,,,,,,,
2012,20,1.9,,,,,,5,70,25,,,,,,,,,,,
2012,22,2,,,,,,5,30,55,10,,,,,,,,,,
2012,23,1.5,,,,,10,25,30,25,8,2,,,,,,,,,
2012,24,1.9,,,,,12.5,15,35,25,12.5,,,,,,,,,,
2012,29,1.9,,,,,,20,50,30,,,,,,,,,,,
2012,30,1.2,,,,,30,50,20,,,,,,,,,,,,
2012,31,1.7,,,,,10,20,60,10,,,,,,,,,,,
2012,32,1.6,,,,1,6,29,38,21,4,1,,,,,,,,,
2012,33,1.5,,,,,20,30,30,20,,,,,,,,,,,
2012,35,2.2,,,,,,,10,80,10,,,,,,,,,,
2012,36,2,,,,,,5,20,35,25,10,5,,,,,,,,
2012,37,1.8,,,,,1,10,47,35,7,,,,,,,,,,
2012,38,1.8,,,,,,20,50,30,,,,,,,,,,,
2012,39,2.3,,,,,,5,20,60,15,,,,,,,,,,
2012,41,2.1,,,,,,,40,60,,,,,,,,,,,
2012,47,2.3,0,2,3,7,12,15,18,19,15,7,2,0,,,,,,,
2012,48,1.6,,,,,5,30,65,,,,,,,,,,,,
