INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2013,31,1.8,,,,,10,30,40,20,,,,,,,,,,,
2013,33,2.2,,,,,,,20,60,20,,,,,,,,,,
2013,35,2.2,,,,,,,10,80,10,,,,,,,,,,
2013,37,1.9,,,,,1,8,55,24,10,2,,,,,,,,,
2013,38,1.8,,,,,,10,60,30,,,,,,,,,,,
2013,39,1.8,,,,,5,15,55,20,5,,,,,,,,,,
2013,41,1.8,,,,,,,70,30,,,,,,,,,,,
2013,42,1.9,,,,,5,20,40,30,5,,,,,,,,,,
2013,47,1.8,0,2,3,5,15,16,19,17,15,5,3,0,,,,,,,
2013,49,1.7,,,,,10,20,40,20,10,,,,,,,,,,
2013,52,1.7,0,0,0,1,5,20,45,26,3,0,0,0,,,,,,,
2013,54,1.7,,,,,,15,35,35,15,,,,,,,,,,
2013,57,1.8,,,,,,,,,,,,,,,,,,,
2013,58,.5,4.4,10.4,13.3,18.6,22,15.8,11,4.2,.3,0,0,0,,,,,,,
2013,67,2,,,,,5,10,20,30,20,10,5,,,,,,,,
2013,68,1.4,,,,10,10,30,25,15,10,0,,,,,,,,,
2013,70,1.4,,,,,,55,45,,,,,,,,,,,,
2013,80,1.7,.000962269,.0174941339,.2619610861,2.1134325589,9.3660493897,22.8567242056,30.7667527136,22.8567242056,9.3660493897,2.1134325589,.2619610861,.0184564029,,,,,,,
2013,82,1.7,,,,,,,,,,,,,,,,,,,
2013,84,2,0,0,0,1,6,15,23,30,15,7,2,1,,,,,,,
2013,85,1.54,.0483424142,.3253038367,1.6445752896,5.6896385146,13.4776798031,21.8684418209,24.3104962921,18.5167856123,9.6621901407,3.4529482658,.8447110453,.1588869647,,,,,,,
2013,88,1.9,,,2.5,5,10,20,25,20,10,5,2.5,,,,,,,,
2013,89,1.9,,,2.5,7.5,10,17.5,25,17.5,7.5,5,5,2.5,,,,,,,
2013,91,.9,0,0,2.5,25,50,20,2.5,0,0,0,0,0,,,,,,,
2013,92,1.4,.0793517851,.5410816739,2.6509153539,8.5422866104,18.1175805968,22.6918308491,23.9166756051,16.0730542188,5.3183215764,1.7197965954,.3095188565,.0395862786,,,,,,,
2013,93,1.9,,,,,,,55,45,,,,,,,,,,,
2013,94,2.4,,,,,2,7.5,12.5,32,20,16,8,2,,,,,,,
2013,95,1.851043956,0,1.5494505495,3.1978021978,4.5494505495,6.9450549451,21.1868131868,29.7802197801,16.6153846154,10.3846153846,3.4945054945,1.1978021978,1.0989010989,,,,,,,
2013,98,1.2,,,,5,20,35,25,10,5,,,,,,,,,,
2013,99,1.7,,,,,,20,60,20,,,,,,,,,,,
2013,102,1.94,,,,,,10,65,20,5,,,,,,,,,,
2013,103,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,
2013,104,1.9,0,0,0,5,10,15,35,20,10,5,0,0,,,,,,,
2013,105,1.7,,,,,5,20,40,25,10,,,,,,,,,,
2013,107,1.4,.0793517851,.5410816739,2.6509153539,8.5422866104,18.1175805968,22.6918308491,23.9166756051,16.0730542188,5.3183215764,1.7197965954,.3095188565,.0395862786,,,,,,,
2013,108,1.3632086193,,,2.08,7.47,16.97,25.41,24.23,15.82,7.41,.61,,,,,,,,,
2013,109,1.5,.5,.5,3,8,10,24,26,16,8,2.5,1,.5,,,,,,,
2013,110,1.7,0,0,.000000642,.0019937468,.5714479613,16.5822741791,56.4755866853,25.020603001,1.3406254142,.0074644805,.0000038896,.0000000002,,,,,,,
2013,111,,,,,,,,,,,,,,,,,,,,
2013,112,2.5,,,,,,5,15,30,35,15,,,,,,,,,
2013Mar,1,,,,,,5,20,60,15,,,,,,,,,,,
2013Mar,2,2.3,0,0,,,0,0,15,40,35,10,0,0,,,,,,,
2013Mar,4,2.1,,,,,5,10,25,30,15,10,5,,,,,,,,
2013Mar,6,2.1,,,,,,,30,60,10,,,,,,,,,,
2013Mar,7,1.2,,,,,,,,,,,,,,,,,,,
2013Mar,8,1.7,,,,3,6,15,33,27,13,3,,,,,,,,,
2013Mar,14,2.1,,,,,,,,,,,,,,,,,,,
2013Mar,15,1.7,,,,5,10,20,40,10,10,5,,,,,,,,,
2013Mar,16,2.1,0,2,3,7,8,15,17,23,16,7,2,0,,,,,,,
2013Mar,20,1.9,,,,,,15,40,30,15,,,,,,,,,,
2013Mar,22,1.7,,,,,5,15,55,20,5,,,,,,,,,,
2013Mar,23,1.7,,,,5,13,20,25,20,10,5,2,,,,,,,,
2013Mar,24,2.2,,,,,5,10,15,35,20,10,5,,,,,,,,
2013Mar,26,1.9,,,,,10,20,25,25,20,,,,,,,,,,
2013Mar,29,1.9,,,,,,,50,40,10,,,,,,,,,,
2013Mar,30,1.5,,,,,,,,,,,,,,,,,,,
2013Mar,31,1.5,,,,10,20,25,30,10,5,,,,,,,,,,
2013Mar,33,2.3,,,,,,,20,60,20,,,,,,,,,,
2013Mar,35,,,,,,,,,,,,,,,,,,,,
2013Mar,37,1.9,,,,,,5,46,40,8,1,,,,,,,,,
2013Mar,38,1.8,,,,,,10,60,30,,,,,,,,,,,
2013Mar,39,1.8,,,,,5,15,55,20,5,,,,,,,,,,
2013Mar,41,1.8,,,,,,,,,,,,,,,,,,,
2013Mar,42,1.9,,,,,10,15,30,25,15,5,,,,,,,,,
2013Mar,47,1.8,0,2,3,5,15,16,18,18,15,5,3,0,,,,,,,
2013Mar,49,1.5,,,,,,,,,,,,,,,,,,,
2013Mar,52,1.8,0,0,0,1,1,19,50,26,2,1,0,0,,,,,,,
2013Mar,54,2,,,,,,15,35,35,15,,,,,,,,,,
2013Mar,57,,,,,,,,,,,,,,,,,,,,
2013Mar,58,,,,,,,,,,,,,,,,,,,,
2013Mar,67,,,,,,,,,,,,,,,,,,,,
2013Mar,68,,,,,,,,,,,,,,,,,,,,
2013Mar,70,,,,,,,,,,,,,,,,,,,,
2013Mar,80,,,,,,,,,,,,,,,,,,,,
2013Mar,82,1.8,,,,,,,,,,,,,,,,,,,
2013Mar,84,,,,,,,,,,,,,,,,,,,,
2013Mar,85,1.89,.1394887235,.4992267529,1.6908312985,4.4816650217,9.2974941544,15.0979889907,19.1922406899,19.0984912788,14.8778085876,9.0725932932,4.3306117659,2.2215594429,,,,,,,
2013Mar,88,1.8,,,2.5,5,12.5,17.5,25,17.5,12.5,5,2.5,,,,,,,,
2013Mar,89,2,,,,7.5,10,18,25,22,7.5,5,5,,,,,,,,
2013Mar,91,1.1,0,0,0,5,35,45,10,5,0,0,0,0,,,,,,,
2013Mar,92,1.5,.2662852893,1.0233634514,3.4367053265,8.5235103968,15.6152801059,18.9125862389,21.4246755481,17.547729179,7.9478847795,3.8151518966,1.1710296613,.3157981267,,,,,,,
2013Mar,93,1.9,,,,,,,55,45,,,,,,,,,,,
2013Mar,94,2.8,,,,,1,3,6,15,40,15,12,8,,,,,,,
2013Mar,95,1.5554166667,0,2.75,5.25,8.25,12.9166666667,20.8333333333,26.75,13.3333333333,6.5,2.75,.6666666667,0,,,,,,,
2013Mar,98,1.1,,,,5,25,35,20,10,5,,,,,,,,,,
2013Mar,99,1.4,,,,,,,,,,,,,,,,,,,
2013Mar,102,2.06,,,,,,,30,45,20,5,,,,,,,,,
2013Mar,103,1.4,,,,5,10,30,25,20,5,5,,,,,,,,,
2013Mar,104,1.8,0,0,0,5,10,15,35,20,10,5,0,0,,,,,,,
2013Mar,105,1.9,,,,,0,15,40,35,10,,,,,,,,,,
2013Mar,107,1.5,.2662852893,1.0233634514,3.4367053265,8.5235103968,15.6152801059,18.9125862389,21.4246755481,17.547729179,7.9478847795,3.8151518966,1.1710296613,.3157981267,,,,,,,
2013Mar,108,1.3295972038,,,2.16,7.77,17.67,26.33,24.05,15.27,6.5,.25,,,,,,,,,
2013Mar,109,1.47,.5,.5,2,5,9,24,30,17,8,2,1,1,,,,,,,
2013Mar,110,1.7,.0730311033,.2624433357,1.3581052472,4.579279109,11.0129253826,18.8961682179,23.1360545901,20.2152728619,12.6044663971,5.6073069422,1.7793201115,.4756267015,,,,,,,
2013Mar,111,,,,,,,,,,,,,,,,,,,,
2013Mar,112,2.5,,,,,,5,15,35,35,10,,,,,,,,,
2014Mar,1,,,,,,,15,70,15,,,,,,,,,,,
2014Mar,2,2.1,0,0,,,5,10,25,30,15,10,5,0,,,,,,,
2014Mar,4,1.6,,,,5,10,25,30,15,10,5,,,,,,,,,
2014Mar,6,1.9,,,,,,,45,45,10,,,,,,,,,,
2014Mar,7,,,,,,,,,,,,,,,,,,,,
2014Mar,8,2,1,2,3,4,12,16,20,22,13,4,2,1,,,,,,,
2014Mar,14,1.9,,,,,,,,,,,,,,,,,,,
2014Mar,15,1.9,,,,,10,10,35,25,15,5,,,,,,,,,
2014Mar,16,1.7,1,2,3,9,12,17,22,16,8,6,3,1,,,,,,,
2014Mar,20,1.9,,,,,5,15,33,27,15,5,,,,,,,,,
2014Mar,22,1.7,,,,,5,20,50,20,5,,,,,,,,,,
2014Mar,23,1.9,,,,5,10,15,25,23,15,5,2,,,,,,,,
2014Mar,24,1.6,,,,7.5,10,22.5,30,15,10,5,,,,,,,,,
2014Mar,26,1.9,,,,2.5,7.5,20,25,25,15,5,,,,,,,,,
2014Mar,29,2,,,,,,,50,40,10,,,,,,,,,,
2014Mar,30,,,,,,,,,,,,,,,,,,,,
2014Mar,31,2.2,,,,,5,10,25,40,15,5,,,,,,,,,
2014Mar,33,2.1,,,,,,10,40,40,10,,,,,,,,,,
2014Mar,35,,,,,,,,,,,,,,,,,,,,
2014Mar,37,2.1,,,,,1,3,18,46,27,4,1,,,,,,,,
2014Mar,38,1.8,,,,,,10,60,30,,,,,,,,,,,
2014Mar,39,1.9,,,,,5,15,55,20,5,,,,,,,,,,
2014Mar,41,1.9,,,,,,,,,,,,,,,,,,,
2014Mar,42,1.8,,,,,5,20,35,30,10,,,,,,,,,,
2014Mar,47,,,,,,,,,,,,,,,,,,,,
2014Mar,49,1.9,,,,,,,,,,,,,,,,,,,
2014Mar,52,,,,,,,,,,,,,,,,,,,,
2014Mar,54,1.5,,,,5,10,35,35,10,5,,,,,,,,,,
2014Mar,57,,,,,,,,,,,,,,,,,,,,
2014Mar,58,,,,,,,,,,,,,,,,,,,,
2014Mar,67,,,,,,,,,,,,,,,,,,,,
2014Mar,68,,,,,,,,,,,,,,,,,,,,
2014Mar,70,,,,,,,,,,,,,,,,,,,,
2014Mar,80,,,,,,,,,,,,,,,,,,,,
2014Mar,82,,,,,,,,,,,,,,,,,,,,
2014Mar,84,,,,,,,,,,,,,,,,,,,,
2014Mar,85,1.47,2.4025162937,3.1632629758,5.7925026287,9.1649306519,12.5293747138,14.8002996052,15.1061729242,13.3223693955,10.1519647165,6.6843192085,3.8027511265,3.0795357597,,,,,,,
2014Mar,88,2,,,,2,4,11,21,24,21,11,4,2,,,,,,,
2014Mar,89,1.8,,,2.5,7.5,10,17.5,25,17.5,7.5,5,5,2.5,,,,,,,
2014Mar,91,,,,,,,,,,,,,,,,,,,,
2014Mar,92,,,,,,,,,,,,,,,,,,,,
2014Mar,93,2,,,,,,5,45,45,5,,,,,,,,,,
2014Mar,94,1.8,1,2,3,4,12,15,24,14,10,7,5,3,,,,,,,
2014Mar,95,1.8904166667,0,0,2,5,10.6666666667,17.3333333333,26.75,21.3333333333,12.5,4.25,.1666666667,0,,,,,,,
2014Mar,98,1.5,,,,5,15,20,30,15,10,5,,,,,,,,,
2014Mar,99,2,,,,,,,,,,,,,,,,,,,
2014Mar,102,1.65,,,,,10,30,30,20,10,,,,,,,,,,
2014Mar,103,,,,,,,,,,,,,,,,,,,,
2014Mar,104,1.7,0,0,0,5,10,20,35,15,10,5,0,0,,,,,,,
2014Mar,105,1.7,,,,,5,20,45,20,10,,,,,,,,,,
2014Mar,107,1.6,.4018975045,1.212750295,3.5292414742,7.962985171,13.9316831404,16.8848331739,20.0143169842,18.117495901,9.5069088677,5.4725497198,2.1357202728,.8296174955,,,,,,,
2014Mar,108,1.3416192202,,,2.21,7.63,17.2,25.62,23.87,15.58,7.29,.6,,,,,,,,,
2014Mar,109,,,,,,,,,,,,,,,,,,,,
2014Mar,110,1.8,.0598994845,.2147602345,1.1223110654,3.8680899869,9.6235582665,17.2880050418,22.4285185568,21.0153940162,14.2215521209,6.9498787716,2.4520882859,.755944169,,,,,,,
2014Mar,111,,,,,,,,,,,,,,,,,,,,
2014Mar,112,2.6,,,,,,5,15,30,40,10,,,,,,,,,
2016,1,1.9,,,,,,15,70,15,,,,,,,,,,,
2016,2,2,0,2,4,6,10,17,22,16,10,7,5,1,,,,,,,
2016,4,2,,,,5,10,15,20,20,15,10,5,,,,,,,,
2016,6,2,,,,,,5,10,50,30,5,,,,,,,,,
2016,7,,,,,,,,,,,,,,,,,,,,
2016,8,2,,,1,2,9,17,23,25,15,5,2,1,,,,,,,
2016,14,2,,,,,,,,,,,,,,,,,,,
2016,15,1.9,,,,,5,20,35,25,10,5,,,,,,,,,
2016,16,1.7,5,5,6,7,13,14,16,12,9,7,5,1,,,,,,,
2016,20,2,,,,,5,15,28,32,15,5,,,,,,,,,
2016,22,1.8,,,,,5,20,50,20,5,,,,,,,,,,
2016,23,2.8,,,,3,6,10,15,20,25,15,6,,,,,,,,
2016,24,1.9,,,,5,7.5,15,25,20,15,7.5,5,,,,,,,,
2016,26,1.9,,,,2.5,5,20,22.5,22.5,20,5,2.5,,,,,,,,
2016,29,2.3,,,,,,,20,60,20,,,,,,,,,,
2016,30,1.9,,,,,,,,,,,,,,,,,,,
2016,31,2,,,,,,10,30,40,20,,,,,,,,,,
2016,33,2,,,,,,20,30,30,20,,,,,,,,,,
2016,35,,,,,,,,,,,,,,,,,,,,
2016,37,2.3,,,,,,1,11,42,34,11,1,,,,,,,,
2016,38,,,,,,,,,,,,,,,,,,,,
2016,39,1.8,,,,,5,15,65,15,,,,,,,,,,,
2016,41,1.9,,,,,,,,,,,,,,,,,,,
2016,42,1.8,,,,,,15,45,35,5,,,,,,,,,,
2016,47,2,0,2,3,5,10,15,17,18,17,10,3,0,,,,,,,
2016,49,1.9,,,,,,,,,,,,,,,,,,,
2016,52,3,0,0,0,0,0,1,10,22,24,28,12,3,,,,,,,
2016,54,1.9,,,,,5,10,35,35,10,5,,,,,,,,,
2016,57,,,,,,,,,,,,,,,,,,,,
2016,58,.8,4,7.4,15.3,17,18.5,16.1,12,7.2,2.1,.4,0,0,,,,,,,
2016,67,,,,,,,,,,,,,,,,,,,,
2016,68,1.85,,,,0,10,20,27.5,20,12.5,10,,,,,,,,,
2016,70,1.9,,,,,,,60,40,,,,,,,,,,,
2016,80,2,,,,,,,,,,,,,,,,,,,
2016,82,,,,,,,,,,,,,,,,,,,,
2016,84,1.9,1,1,1,2,7,17,24,23,18,3,2,1,,,,,,,
2016,85,,,,,,,,,,,,,,,,,,,,
2016,88,1.9,,,2.5,7.5,12.5,17.5,20,17.5,12.5,7.5,2.5,,,,,,,,
2016,89,2,,,2.5,7.5,10,10,20,20,10,10,7.5,2.5,,,,,,,
2016,91,,,,,,,,,,,,,,,,,,,,
2016,92,,,,,,,,,,,,,,,,,,,,
2016,93,2,,,,,,5,45,45,5,,,,,,,,,,
2016,94,1.8,,,2,4,12,16,27.5,20,8,7.5,3,,,,,,,,
2016,95,1.8316666667,0,0,0,4.6666666667,7,28.3333333333,33.3333333333,15.3333333333,6.6666666667,4.6666666667,0,0,,,,,,,
2016,98,2.1,,,,,,10,30,35,15,10,,,,,,,,,
2016,99,2.2,,,,,,,20,60,20,,,,,,,,,,
2016,102,1.95,,,,,5,25,40,25,5,,,,,,,,,,
2016,103,2,,,,2.5,5,15,25,30,15,5,2.5,,,,,,,,
2016,104,2,0,0,0,5,5,10,25,30,15,5,5,0,,,,,,,
2016,105,2,,,,,5,20,35,25,10,5,,,,,,,,,
2016,107,1.9,.0067746559,.0725771292,.5410816739,2.6509153539,8.5422866104,15.8729573504,24.9364540955,25.8879993842,13.1364850693,6.2835669468,1.7197965954,.3491051351,,,,,,,
2016,108,1.6833246737,,,3.04,6.47,13.14,18.77,23.22,18.46,11.72,4.99,.19,,,,,,,,
2016,109,2,1,2,4,6,9,12,20,18,15,8,4,1,,,,,,,
2016,110,2,.0000000021,.0000005399,.0001935536,.0215320663,.7569786351,8.5744665677,31.9448243923,39.7466883322,16.5643708372,2.2868889438,.1025846421,.0014714877,,,,,,,
2016,111,,,,,,,,,,,,,,,,,,,,
2016,112,2.9,,,,,,5,10,20,30,25,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GROWTH EXPECTATIONS; YEAR-ON-YEAR CHANGE IN REAL GDP,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,
2012,1,-.4,5,30,60,5,,,,,,,,,,,,,,,
2012,2,.4,,,15,40,25,13,7,0,,,,,,,,,,,
2012,4,-.4,10,20,35,20,10,5,0,0,0,0,,,,,,,,,
2012,6,0,,,20,70,10,,,,,,,,,,,,,,
2012,7,-.4,,,,,,,,,,,,,,,,,,,
2012,8,.3,8,12,23,27,18,8,3,1,,,,,,,,,,,
2012,14,-.2,,,,,,,,,,,,,,,,,,,
2012,15,-.2,5,20,45,20,5,5,,,,,,,,,,,,,
2012,16,.5,8,13,16,22,24,10,4,2,1,0,0,0,,,,,,,
2012,20,-.2,5,20,40,25,10,,,,,,,,,,,,,,
2012,22,-.2,,25,50,25,,,,,,,,,,,,,,,
2012,23,-.4,15,20,25,20,15,5,,,,,,,,,,,,,
2012,24,-.2,5,25,35,20,10,5,,,,,,,,,,,,,
2012,26,0,5,15,30,30,15,5,0,,,,,,,,,,,,
2012,29,-.4,,10,60,30,,,,,,,,,,,,,,,
2012,30,-.3,,,,,,,,,,,,,,,,,,,
2012,31,-.2,,30,50,20,,,,,,,,,,,,,,,
2012,33,-.2,,,80,20,,,,,,,,,,,,,,,
2012,35,-.2,,,80,20,,,,,,,,,,,,,,,
2012,37,-.3,1,20,44,34,1,,0,,,,,,,,,,,,
2012,38,-.4,,10,80,10,,,,,,,,,,,,,,,
2012,39,-.3,,25,55,15,5,,,,,,,,,,,,,,
2012,41,-.3,,20,60,20,,,,,,,,,,,,,,,
2012,42,-.3,5,25,40,25,5,,,,,,,,,,,,,,
2012,47,-.3,10,18,22,16,14,8,7,4,1,0,0,0,,,,,,,
2012,49,-.5,10,30,40,20,,,,,,,,,,,,,,,
2012,52,.04,0,4,28,45,15,6,2,0,0,0,0,0,,,,,,,
2012,54,-.4,10,40,40,10,,,,,,,,,,,,,,,
2012,57,-.5,,,,,,,,,,,,,,,,,,,
2012,58,-.2,22.3,14.8,18.6,18.6,12.7,7.5,4.1,1.3,.1,0,0,0,,,,,,,
2012,67,-.5,10,20,30,20,10,5,5,,,,,,,,,,,,
2012,68,-.4,10,30,35,15,10,0,0,0,0,0,,,,,,,,,
2012,70,-.8,,65,35,,,,,,,,,,,,,,,,
2012,80,-.3,28.6267005676,13.9129058517,14.9207871614,13.9129058517,11.2796458342,7.9510127159,4.8729870403,2.5966234489,1.2029771091,.4845436587,.1696785393,.0692322212,,,,,,,
2012,82,-.6,,,,,,,,,,,,,,,,,,,
2012,84,-.5,18,29,37,12,3,1,0,0,0,0,0,0,,,,,,,
2012,85,-.21,6.899293514,18.8853175666,31.4885648496,27.261222668,12.2499239222,2.8512159929,.3426113764,.0211694226,.0006697899,.0000108087,.0000000887,.0000000004,,,,,,,
2012,88,-.3,15,20,30,20,10,5,,,,,,,,,,,,,
2012,89,-.4,20,15,30,15,15,5,,,,,,,,,,,,,
2012,91,-.8,25,45,20,10,0,0,0,0,0,0,0,0,,,,,,,
2012,92,.2,5.9718162062,11.9979015051,21.1616950806,25.1028851472,20.0293498538,10.0528970401,4.3711087275,1.1413458472,.1480659792,.0212311723,.0016179621,.0000854787,,,,,,,
2012,93,.2,,,20,70,10,,,,,,,,,,,,,,
2012,94,-.7,32,40,20.5,4,2,1,.5,,,,,,,,,,,,
2012,95,-.2585333333,19.9666666667,27,29.9999999999,12.6666666667,6.6666666667,3.6666666667,0,0,0,.0333333333,0,0,,,,,,,
2012,98,0,5,15,25,40,10,5,,,,,,,,,,,,,
2012,99,-.2,,35,60,5,,,,,,,,,,,,,,,
2012,102,-.44,5,35,60,,,,,,,,,,,,,,,,
2012,103,.3,5,15,25,30,20,5,,,,,,,,,,,,,
2012,104,-.3,5,25,35,30,5,0,0,0,0,0,0,0,,,,,,,
2012,105,-.4,,15,55,25,5,,,,0,,,,,,,,,,
2012,107,0,.8720299451,7.0007742132,31,41.5000000001,17.3678105555,2.1779713216,.0805548836,.0008565135,.0000025653,.0000000021,0,0,,,,,,,
2012,108,.3164824936,4.87,8.84,17.34,24.14,21.84,14.61,7.38,.98,,,,,,,,,,,
2012,109,-.2,5,25,45,14,7,3,1,0,0,0,0,0,,,,,,,
2012,110,-.3,17.1011845096,17.0912257241,26.5064332492,22.1999720074,11.9341599935,4.1158606471,.9099586366,.1288362761,.0116682955,.0006751393,.0000249262,.0000005954,,,,,,,
2012,111,,,,,,,,,,,,,,,,,,,,
2012,112,.4,,,5,25,35,20,10,5,,,,,,,,,,,
2012Q4,1,1.7,,,,,5,10,60,25,,,,,,,,,,,
2012Q4,2,1,,4,6,12,18,18,14,12,10,6,0,0,,,,,,,
2012Q4,4,-.3,10,20,35,20,10,5,0,0,0,0,,,,,,,,,
2012Q4,6,.2,,10,25,50,15,,,,,,,,,,,,,,
